"CrashDate","CrashYear","CrashMonth","CrashDay","CrashTime","LightCondition","Weather","County","CityVillageTownshipName","Lat","Long","PedestrianRelated","BicycleRelated","Narrative"
2019-08-04,2019,8,4,01:47:00,"Dark - Roadway Not Lighted","Clear","Wayne County","Chester (Township of)",40.852879,-82.010939,TRUE,FALSE,"Unit #1 was traveling north on Overton Road (County Road 186) and struck a pedestrian (Unit #2) that was in the roadway. SUPPLEMENTED INFORMATION: The pedestrian (Unit # 2) died on 8/14/19 from injuries sustained from the crash."
2019-08-03,2019,8,3,14:23:00,"Daylight","Clear","Ross County","Liberty (Township of)",39.288123,-82.905364,TRUE,FALSE,"Unit #1; Unit #2 and Unit #3 were traveling southeast on County Road 35. Unit #1 and Unit #2 were parked in the roadway. Unit #3 failed to maintain assured clear distance ahead striking Unit #2; causing Unit #2 to strike Unit #4 and then Unit #1.      *This supplement is completed to indicate the crash has resulted in fatal injuries to Unit #4. The charges filed through the Chillicothe Municipal Court for the driver of Unit #3 have been dismissed and will be refiled upon completion of additional investigation*    ***Family information and information on charges supplemented into OH-2***  ***Equipment information was supplemented into OH-2***"
2019-08-07,2019,8,7,21:51:00,"Dark - Roadway Not Lighted","Cloudy","Mahoning County","Boardman (Township of)",40.997319,-80.633838,TRUE,FALSE,"Unit 1 was traveling northbound on CR 151 South Ave in the right lane. Unit 2 was walking northbound in the right lane on CR 151; South Ave. Unit 2 was struck by unit 1. Supplemented to show there was no alcohol detected for Unit 1."
2019-08-08,2019,8,8,01:30:00,"Dark - Roadway Not Lighted","Clear","Sandusky County","Rice (Township of)",41.385514,-83.037728,TRUE,FALSE,"Unit 2 was parked westbound on the right berm of The Ohio Turnpike.  Unit 1 was standing on the right berm between Unit 2 and the right lane.  Unit 3 was traveling westbound in the right lane; ran off the right side; struck Unit 2; and then struck Unit 1. Unit #1 then struck unit #2. Unit 3 continued on after striking Units 1 and 2.                                                                                                                                                                                                                                                     ** The Toxicology results were supplemented on 10/30/2019.**                                                                                                                                                              ** The Autopsy results were supplemented on 01/22/2020. **"
2019-08-17,2019,8,17,12:24:00,"Daylight","Cloudy","Portage County","Atwater",41.024654,-81.042064,TRUE,FALSE,"Unit 1 was traveling east on US-224. Unit 2; a juvenile pedestrian; ran into the path of Unit 1 from the north side of the roadway. Unit 1 struck Unit 2 in the eastbound lane. The impact vaulted the juvenile eastward; where he came to rest in the roadway. This supplement to include toxicolgy results for the driver of Unit 1; Kufleitner; and cause of death for Unit 2; Ohler november 16; 2019."
2019-08-19,2019,8,19,15:44:00,"Daylight","Clear","Ashtabula County","Saybrook (Township of)",41.84098,-80.84493,TRUE,FALSE,"Unit #1 and Unit #3 were traveling southwest on US 20.  Unit #1 was stopped in the right lane to collect trash.  Unit #3 approached and swerved to the right and drove off the roadway. Unit #3 struck Unit #1; Unit #2 (Unit #1 driver); a mailbox; and a fence. Supplement-Blood results for Unit #3."
2019-09-04,2019,9,4,01:58:00,"Dark - Roadway Not Lighted","Clear","Shelby County","Clinton (Township of)",40.295765,-84.181249,TRUE,FALSE,"Unit 2 was traveling northbound on Interstate 75 near mile post 93 and struck a person (Unit 1) that was in the left lane of the roadway."
2019-09-11,2019,9,11,22:43:00,"Dark - Lighted Roadway","Cloudy","Sandusky County","Sandusky (Township of)",41.349297,-83.158376,TRUE,FALSE,"Unit #1 was eastbound on CR 51.  A pedestrian was outside his vehicle (Unit A) after crashing into the ditch.  Unit #1 struck the pedestrian and continued east on CR 51.    This supplement is to change the crash severity to a fatal crash; add details to the OH-2 narrative; and to download daytime photos.    This supplement is to add a witness and their OH-3 statement."
2019-09-16,2019,9,16,18:10:00,"Daylight","Clear","Ashtabula County","Harpersfield (Township of)",41.76568,-80.911542,FALSE,TRUE,"Unit #1 was westbound on SR 307. Unit #2 was also westbound on SR 307 riding a bicycle. Unit #1 sideswiped Unit #2 and then left the scene. Unit #2 overturned and struck the pavement. Supplement: Notes and charges on OH-2."
2019-09-26,2019,9,26,00:50:00,"Dark - Roadway Not Lighted","Clear","Sandusky County","Ballville",41.291372,-83.187801,TRUE,FALSE,"Unit #1 was eastbound on TR 31.  A pedestrian was standing on the roadway.  Unit #1 struck the pedestrian; drove off the left side of the roadway; and overturned. The pedestrian came to rest off the north side of the roadway. This supplement is for Crash Reconstruction changes.  The crash was supplemented to indicate no alcohol/drug tests were obtained for Unit #2.  The crash was supplemented to document that a blood sample from the victim was not able to be obtained."
2019-10-24,2019,10,24,06:45:00,"Dark - Lighted Roadway","Clear","Summit County","Lakemore",41.05146,-81.438042,TRUE,FALSE,"Unit 1 was northwest on Canton Road. Unit 2 was crossing the street from west to east. The light was green and Unit 2 walked infront of Unit 1 and was struck."
2019-10-31,2019,10,31,20:35:00,"Dark - Roadway Not Lighted","Cloudy","Trumbull County","Liberty (Township of)",41.159357,-80.664997,TRUE,FALSE,"Unit #1 was northbound on State Route 193 in the left lane. Unit #2 was walking eastbound across State Route 193. Unit #2 entered the path of Unit #1 and was struck by Unit #1 Supplemented 12/23/2019: Alcohol Results returned confirming no alcohol detected for the driver of Unit 1. Toxicology results returned confirming no drugs detected for the driver of Unit 1. Supplement; coroner report of blood analysis for unit #2; no alcohol or drugs detected."
2019-11-04,2019,11,4,15:50:00,"Daylight","Cloudy","Delaware County","Liberty (Township of)",40.250138,-83.058675,TRUE,FALSE,"Unit 1 was traveling northbound on US 23. Unit 2 was a pedestrian walking on the right shoulder of the northbound side of US 23. Unit 1 traveled off the right side of the roadway; striking a guard rail and Unit 2.  *Supplemented 11/21/19 -Added blood alcohol results for Unit 1. *Supplemented 01/06/2020 -Added urine drug results for Unit 1."
2019-11-05,2019,11,5,15:50:00,"Daylight","Clear","Portage County","Deerfield (Township of)",41.024722,-81.085833,TRUE,FALSE,"Unit #1 was eastbound on US224.  A pedestrian entered the roadway from the south and was struck by Unit #1.***Supplement 12/28/19 to include urine test results for driver #1.  **** Supplement 1/24/20 to include report information for the Portage County Coroner's office."
2019-10-29,2019,10,29,18:48:00,"Dark - Roadway Not Lighted","Cloudy","Portage County","Palmyra (Township of)",41.099039,-81.091388,TRUE,FALSE,"Unit #1 was traveling east on CR 18 (Tallmadge Rd).  Unit #2; a skateboarder; was traveling east in the eastbound lane of CR 18.  Unit #1 struck Unit #2.  Unit #2 was thrown off of the south side of the roadway.   Supplemented on December 3; 2019 to include urine test results for Unit #1.  Supplemented on March 6; 2020 to include toxicology results and cause of death for Unit #2."
2019-11-07,2019,11,7,05:17:00,"Dark - Roadway Not Lighted","Rain","Warren County","Middletown",39.495026,-84.32401,TRUE,FALSE,"Unit 1 was southbound on IR 75. Unit 2 a pedestrian attempted to cross from east to west and was struck by Unit 1. **Supplement: 1/11/20 The crash was supplemented to show the urine lab results fro the driver of unit #1.** Supplement: The crash was supplemented to showed the coroners lab results of the driver of unit #2.**"
2019-11-27,2019,11,27,22:14:00,"Dark - Roadway Not Lighted","Rain","Mahoning County","Boardman (Township of)",41.024597,-80.701485,TRUE,FALSE,"Units 1 and 2 were eastbound on US-224. Unit # 1 was in the left lane. Unit # 2 was in the right lane. Unit # 3 a pedestrian was walking northbound on US-224. Unit # 1 struck unit # 3. Unit # 2 then struck unit # 3.                                                                                                                                                                                                                                                                                                                                                                                                                                                This crash is being supplemented on 03/12/2020 to update the OH-2."
2019-12-16,2019,12,16,20:14:00,"Dark - Roadway Not Lighted","Rain","Marion County","Marion",40.592981,-83.130896,TRUE,FALSE,"Unit #1 was a pedestrian on Silver St. Unit #2 was traveling westbound on Silver St. Unit #1 was observed lying facedown perpendicular in the westbound lane of Silver St. was struck by Unit #2. **Supplement urine results on driver of Unit #2 and OH-2. **Supplement urine toxicology of driver of Unit #2."
2019-12-07,2019,12,7,03:41:00,"Dark - Roadway Not Lighted","Clear","Fayette County","Jasper (Township of)",39.604491,-83.63531,TRUE,FALSE,"Unit #1 was traveling southwest on I-71 in the center lane. Unit #2 was a pedestrian that ran across I-71 from west to east. Unit #2 ran into the path of Unit #1 and was struck. **Supplement #1 added 1/13/2019: Alcohol and Toxicology results for driver of Unit #2**Supplement #2 added 3/15/2020: Results from the coroner report for Mr. Richards (unit two)."
2019-01-04,2019,1,4,18:21:00,"Dark - Lighted Roadway","Cloudy","Tuscarawas County","New Philadelphia",40.496111,-81.461441,TRUE,FALSE,"Unit 1 was attempting to cross the street at the intersection of Tuscarawas NW and Ray NW.  Unit 1 was not in a cross walk; and although the roadway is lighted; it is dimly lighted.  While Unit 1 was crossing; Unit 2 was traveling north on Tuscarawas NW; sated he did not see anyone in the roadway; and subsequently struck Unit 1.  Unit 1 suffered major injuries from the impact; and was later pronounced deceased at the local hospital.  Unit 1 is suspected of being under the influence of alcohol at the time."
2019-01-22,2019,1,22,21:30:00,"Dark - Roadway Not Lighted","Cloudy","Montgomery County","Harrison (Township of)",39.817839,-84.232618,TRUE,FALSE,"Unit #1 and Unit #2 were crossing SR 48 from the east to the west outside of any crosswalks.  Unit #1 was struck by Unit #3 which was traveling Southbound on SR 48 in the right hand lane.  Unit #2 was struck by Unit #4 which was traveling Northbound on SR 48 in the left hand lane.  Units #3 and 4 left the scene.  This crash is still under investigation by the Traffic Services Unit."
2019-03-13,2019,3,13,07:14:00,"Dark - Roadway Not Lighted","Cloudy","Hancock County","Marion (Township of)",41.036406,-83.585854,TRUE,FALSE,"Unit 1 was traveling eastbound on SR 568 just East of CR 236 before striking a pedestrian on the roadway in eastbound lane.  Unit 1 after impact came to rest and 1/8 mile east of the crash location.  The pedestrian was pronounced deceased by medical staff at the scene."
2019-04-30,2019,4,30,15:32:00,"Daylight","Clear","Vinton County","McArthur",39.246161,-82.489372,TRUE,FALSE,"Unit one was backing up when he struck unit three and then continued backing up and ended up striking unit two."
2019-05-27,2019,5,27,14:18:00,"Daylight","Clear","Union County","Paris (Township of)",40.202712,-83.37736,TRUE,FALSE,"Unit 1 was south on State Route 38 just passing Timber Lane traveling about 45-50 MPH in a posted 55 MPH speed zone.  Unit 2 was walking up the hill from the west and into the roadway about 3-4 feet(per witness) and stood in the roadway in the southbound lane of vehicle travel.  Unit 1 struck unit 2 on the right front corner of the vehicle and the left side of unit 2.  Unit 2 then left the roadway to the right and went across the grass embankment and came to final rest in a bed of flowers/weeds.  Unit 1 traveled about another 100 yards south and turned around and came back to the scene.  Unit 1 driver didn't see or know what he had struck and came back to investigate."
2019-05-29,2019,5,29,13:07:00,"Daylight","Rain","Tuscarawas County","New Philadelphia",40.480629,-81.42819,TRUE,FALSE,"Unit #1 was east bound on East High Ave traveling at 32 MPH. While approaching the intersection of East High at Shel Mar Dr Unit #1 had the green light. As Unit #1 was going through the intersection Unit #2 crossed into the street; outside of the crosswalk; and in front of Unit #1. Unit #2 was struck by Unit #1."
2019-06-27,2019,6,27,10:43:00,"Daylight","Clear","Henry County","Ridgeville (Township of)",41.485716,-84.306058,TRUE,FALSE,"Unit 1 was north bound on St Rt 66 approaching the intersection with Henry County Road W. The operator of Unit 1 stopped his semi tractor in the north bound lane of St Rt 66 and exited the cab. In the process of exiting the cab  the operator of the semi stepped into the south bound lane of St Rt 66 and into the path of Unit 2. Unit 2 was was southbound on St Rt 66 and had the right of way through the intersection .. The operator of Unit 1 was struck by Unit 2 and fatally injured as a result of the collision."
2019-07-05,2019,7,5,22:38:00,"Dark - Lighted Roadway","Cloudy","Licking County","Newark",40.047513,-82.421409,FALSE,TRUE,"Unit 1 was south bound on Union St in the area of 224 Union. Unit 2 went in front of Unit 1 crossing the road. Unit 1 struck Unit 2."
2019-07-19,2019,7,19,04:24:00,"Dark - Roadway Not Lighted","Clear","Holmes County","Hardy (Township of)",40.573072,-81.896889,TRUE,FALSE,"Unit 2 was northbound on State Route 241. Unit 3 was a pedestrian walking south in the northbound lane of travel. Unit 2 attempted to avoid contact with Unit 3  swerving and  striking U-1 who was also walking south in the northbond lane. Unit 1 was pronounced deceased on scene."
2019-08-28,2019,8,28,01:49:00,"Dark - Roadway Not Lighted","Clear","Montgomery County","Harrison (Township of)",39.822026,-84.228423,TRUE,FALSE,"Unit #1 was traveling Northeast on Markey Rd in the right lane when at 5680; struck Unit #2 who was walking Northeast on Markey Rd in the right lane.  Unit #2 was pronounced deceased at the scene.  ***This case remains under investigation by the Montgomery County Sheriff's Office***"
2019-11-05,2019,11,5,20:30:00,"Dark - Roadway Not Lighted","Clear","Holmes County","Washington (Township of)",40.642619,-82.213703,TRUE,FALSE,"Unit 1 was headed southwest on SR 3 and struck U-2  a pedestrian who was laying in the roadway. The pedestrian suffered fatal injuries."
2019-11-21,2019,11,21,21:03:00,"Dark - Roadway Not Lighted","Cloudy","Tuscarawas County","New Philadelphia",40.478549,-81.425863,TRUE,FALSE,"Unit 1 was walking in an unknown direction in the 1300 Block of East High Ave.  Unit 2 was traveling west bound in the same block and struck Unit 1.  It is unknown if Unit 1 jumped in front of Unit 2; or if they were simply walking in the middle of the traffic lane; as all evidence points to no lane violations being committed by Unit 2."
2020-01-24,2020,1,24,19:18:00,"Dark - Lighted Roadway","Fog; Smog; Smoke","Franklin County","Obetz",39.887846,-82.930224,TRUE,FALSE,"Unit 2 was traveling NB on Alum Creek Dr south of Williams Rd. Unit 1; a pedestrian; walked EB crossing Alum Creek Dr outside of any crosswalks. Unit 1 walked in front of Unit 2 causing Unit 2 to strike Unit 1.     Unit 1 was pronounced deceased on 01/24/2020 at 2001 hrs by the attending emergency room doctor at Grant Medical Center in Columbus.    Supplement: This supplement is to add drug and alcohol results to the pedestrian Unit 1 on the motorist page."
2020-01-14,2020,1,14,06:50:00,"Dark - Roadway Not Lighted","Rain","Lawrence County","Hanging Rock",38.560259,-82.734391,TRUE,FALSE,"Units 1; 2; 3; and 4; were traveling east on US 52. Unit 5 stepped in front of Unit 1. Unit 1 struck Unit 5. Units 2; 3; and 4 ran over Unit 5 prior to Unit 5 coming to final rest."
2020-02-22,2020,2,22,03:42:00,"Dark - Lighted Roadway","Clear","Franklin County","Jackson (Township of)",39.88867,-83.03284,TRUE,FALSE,"Unit 2 was driving east on IR 270 east of IR 71 in the left lane. Unit 1 was a pedestrian walking east on IR 270 in the left lane east of IR 71. Unit 2 struck Unit  1 in the roadway.  Unit 1 was pronounced deceased at the scene by Jackson Township Medic #202 at 03:54am.    Supplement: This supplement is to add lab results of the pedestrian which is Unit 1 on the motorist page."
2020-03-09,2020,3,9,20:32:00,"Dark - Roadway Not Lighted","Cloudy","Butler County","Morgan (Township of)",39.326482,-84.728446,TRUE,FALSE,"Unit 2 was traveling eastbound on Alert New London Rd. Unit 2 crested the hill and struck a pedestrian that was lying in the roadway in front of 5186 Alert New London Rd."
2020-03-08,2020,3,8,00:24:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Cleveland",41.512944,-81.651947,TRUE,FALSE,"Unit 1; a pedestrian; was walking within the southbound lanes of E 55th St at Whittier Ave; not within a crosswalk and was struck by Unit 2 which was operating southbound on E. 55th St. Unit 2 failed to stop after striking Unit 1 and fled the scene.  Unit 1; the pedestrian victim; Herlane Brown; was pronounced dead on 03/08/2020 at 1201 hours per Dr. Jillian at University Hospital.   3/08/2020    Supplement: The Cuyahoga Co Medical Examiner's verdict was received.    1. Ms Brown's official cause of death is listed as: blunt force injuries of head; trunk; and extremities with visceral; skeletal; and soft tissue injuries. Auto-Pedestrian; Hit/Skip    2. Alcohol/Drug test results updated. Alcohol detected."
2020-04-02,2020,4,2,21:50:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Mifflin (Township of)",40.026963,-82.951658,TRUE,FALSE,"Unit 1 was traveling EB on Agler Rd. A pedestrian was laying in the road NB and was struck by Unit 1. Unit 1 left the scene and continued EB on Agler Rd. Pedestrian was pronounced deceased by Dr Jin at Riverside Hospital ER.     Supplement: Added latitude and longitude."
2020-04-20,2020,4,20,22:25:00,"Daylight","Clear","Franklin County","Franklin (Township of)",39.928078,-83.054985,TRUE,FALSE,"Unit 1 was in his wheelchair; operating it manually on US 62 at Big Tree Dr. Unit 1 was going west across US 62 using the wheel chair openings on the curbside. Unit 2 was SB on US 62 at Big Tree Dr. Unit 2 struck Unit 1 in the wheelchair in the roadway and failed to stop at the scene. Unit 1 was transported by Franklin Township Medic #16 to Grant Hospital where he was pronounced deceased at 22:53pm.    On 4-21-20 Unit #2 was located by Deputies and the driver was identified which solved the hit-skip.      Supplement: Unit 2 motorist information updated on page 4 of 5."
2020-05-07,2020,5,7,13:16:00,"Daylight","Clear","Franklin County","Blendon (Township of)",40.082169,-82.916253,TRUE,FALSE,"Unit 2 was traveling WB on SR 161 approaching the intersection at Buenos Aires Blvd in the right lane of travel. The vehicles in the center and left lane were stopped at the intersection for the red traffic signal. Unit 1 entered the crosswalk from the south side of the intersection traveling NB while EB and WB traffic were stopped for the red traffic signal. The traffic signal turned green for EB and WB traffic. Unit 1 continued NB in front of vehicles in the left and center lane of travel after the traffic signal had changed to green. Unit 1 entered the right lane of travel as Unit 2 was entering the intersection. Unit 1 was struck by Unit 2. Unit 1 was transported to Nationwide Children's Hospital and pronounced deceased from his injuries at 1855 hrs by the emergency room physician."
2020-04-23,2020,4,23,00:00:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Franklin (Township of)",39.936075,-83.04331,TRUE,FALSE,"UNIT 1 WAS A PEDESTRIAN WALKING ON US 62 NORTH OF ROSEMONT AVE.  UNIT 2 WAS DRIVING SOUTH ON US 62 APPROACHING ROSEMONT AVE. UNIT 2 STRUCK UNIT 1 ON THE RIGHT SIDE OF US 62.  FRANKLIN TWP ENGINE PRONOUNCED UNIT 1 DECEASED AT THE SCENE."
2020-02-10,2020,2,10,19:35:00,"Dark - Lighted Roadway","Cloudy","Butler County","Fairfield",39.336583,-84.554053,TRUE,FALSE,"UNIT 1 A PEDESTRIAN WAS CROSSING BILBURY RD TOWARDS 5220 BILBURY RD.  UNIT 2 WS TRAVELING NORTH ON BILBURY RD AT AN UNDETERMINED SPEED AND WHEN AT 5220 BILBURY RD STRUCK UNIT 1 WHO WAS CROSSING BILBURY RD.  UNIT 2 GHEN WENT OFF THE ROADWAY TO THE RIGHT AND STRUCK A TREE."
2020-05-15,2020,5,15,05:00:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Jackson (Township of)",39.898874,-83.051766,TRUE,FALSE,"Unit 2 and 3 were traveling WB on IR 270 in the center lane. Unit 1 was on foot and crossing the roadway from the median to the north side of the road after exiting a vehicle that was in a separate crash (FCSO report 2082171). Unit 2 struck Unit 1 as she was crossing the roadway. Unit 1 came to rest in the center lane of travel and was then struck and dragged under Unit 3 WB on IR 270. Unit 1 was pronounced deceased att the scene by Jackson Twp Fire Dept Battalion Chief Scott Boyer at 5:11am.    Supplement: This supplement is to add the lab work for Unit 1."
2020-06-04,2020,6,4,04:03:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Jackson (Township of)",39.909825,-83.10325,TRUE,FALSE,"Unit 2 was traveling westbound on IR 270 southeast of Georgesville Rd.  Unit 1; a pedestrian; was in the same lane of travel as unit #2.  Unit #1 was pronounced deceased at the scene by the Jackson Twp Fire Medic 202 at 4:45am.    Supplement: Addendum filed with updated lab results for Unit 1."
2020-05-06,2020,5,6,01:57:00,"Dark - Lighted Roadway","Cloudy","Cuyahoga County","Cleveland",41.4883,-81.614944,TRUE,FALSE,"As Unit 1 is heading EB on Woodland Ave from E 89th St; the occupant of Unit 3; along with Unit 4 and her friend have just exited the American Food Mart. The occupant of Unit 3 entered the vehicle; while Unit 4 and her friend continued to walk thru the parking lot in a NW direction. Unit 1; while operating at a high rate of speed; failed to stop for the red light and entered the intersection when it collided with Unit 2; which was was heading south on Woodhill with the green light. On impact; Unit 1 veered to the right; struck the curb where it went airborne and rolled over. The driver of Unit 1 was ejected. Unit 1 continued and struck Unit 3. As Unit 4 attempted to get out of the way; Unit 4 was struck by debris from Unit 1.  Unit 1 was conveyed to University Hospital where he was pronounced deceased."
2020-07-15,2020,7,15,00:00:00,"Dawn/Dusk","Clear","Butler County","Hamilton",39.418464,-84.575117,TRUE,FALSE,"Unit 1 was walking NB in the construction area near 855 Eaton Ave behind Unit 2. Unit 2 began backing NB on Eaton Ave. Unit 2 then struck Unit 1; causing fatal injuries."
2020-06-21,2020,6,21,22:12:00,"Dark - Lighted Roadway","Rain","Cuyahoga County","Cleveland",41.520398,-81.628756,TRUE,FALSE,"Unit 1; a pedestrian; was running while crossing Superior Ave from south to north; 40 feet west of E 85th St; not within a crosswalk. Unit 2 was operating WB on Superior Ave and struck Unit 1. The pedestrian; Unit 1; was struck by the front bumper; rolled onto the hood; and through the windshield of Unit 2."
2020-06-07,2020,6,7,16:48:00,"Dawn/Dusk","Cloudy","Cuyahoga County","Cleveland",41.50658,-81.649316,TRUE,FALSE,"Unit 1 operated WB on Chester Ave (US 322) in excess of the 35 MPH speed limit disobeying the overhead red light at E 59th St. Unit 1 collided with Unit 2 that was operating SB on E 59th. Unit 1 crossed the median; striking a sign post; then collided with pedestrian Unit 3 who was walking WB in the median."
2020-08-04,2020,8,4,22:49:00,"Dark - Roadway Not Lighted","Cloudy","Summit County","Green",40.976707,-81.480385,TRUE,FALSE,"Units 1; 2; and 3 were NB on IR 77 at/near the 119.2 MP. Unit 4 was a pedestrian in the freeway right of way in the center lane of IR 77 north. Unit 4 was struck by the front of Unit 1; causing disabling damage to the front and roof of Unit 1. Unit 4 was struck by the front of Unit 2 causing disabling damage to the front and undercarriage of Unit 2. Unit 4 was struck by the front of Unit 3; causing functional damage to the front and undercarriage of Unit 3. Unit 4 suffered fatal injuries as a result of the collision and after being pronounced dead by Doctor Kibe of the Akron Summa Emergency Department; was transported by the Summit Co Medical Examiner's Office. Toxicology results of Unit 4 (Brice Boykin) found 481 NG/ML of Methamphetamine; and 148 NG/ML of Amphetamine in his body at the time of his death."
2020-10-05,2020,10,5,20:08:00,"Dark - Roadway Not Lighted","Clear","Franklin County","Franklin (Township of)",39.953682,-83.099864,TRUE,FALSE,"Unit# 1 a pedestrian was crossing US-40 from south to north just east of Coolidge Ave.  Unit #2 was driving east on US-40 in the far left lane near Coolidge Ave.  Unit #1 was struck by Unit #2 near the center of the US-40.  Unit #1 was not in a marked crosswalk or pedestrian crossing.    Unit #2 continued driving east; and turned around to go back to the scene to discover what he struck with his vehicle and waited at the scene.  Franklin Township medic #182 pronounced Unit #1 deceased at 2014 hours."
2020-09-11,2020,9,11,14:23:00,"Daylight","Clear","Cuyahoga County","Cleveland",41.487164,-81.69013,TRUE,FALSE,"Unit 1 entered IR 90 by going up the W 14th ramp. Unit 2 was EB on IR 90 EB between the W 14th St on ramp and Exit 171 for Orange Ave when Unit 1 traveled into Unit 2's path of travel. Unit 2 collided with Unit 1 with the front center; propelling Unit 1 into the air; striking Unit 2's driver side windshield before coming to rest on the roadway. Witnesses state the operator of Unit 2 had no time to react when Unit 1 entered the lane of traffic."
2020-10-20,2020,10,20,20:27:00,"Dark - Roadway Not Lighted","Cloudy","Franklin County","Franklin (County)",39.953254,-83.098701,TRUE,FALSE,"Unit 1 was crossing US 40 outside of the crosswalk west of Broadlawn Ave from the north side of US 40 to the south of US 40. Unit 2 was traveling east on US 40 and struck Unit 1 west of Broadlawan Avve. Unit 2 then left the scene EB without stopping. Unit 3 and 4 were also going EB on US 40. Unit 3 struck Unit 1 and then Unit 4 struck Unit 1. Both Units 3 and 4 were stopped. Unit 1 was pronounced deceased at Doctors West Hospital at 2104 hrs by Dr Hampton."
2020-09-15,2020,9,15,12:10:00,"Daylight","Clear","Shelby County","Turtle Creek (Township of)",40.315261,-84.070141,TRUE,FALSE,"Unit 1 stopped in the roadway and the driver exited to check for a possible air pressure loss.  While below the vehicle; unit #1 began to roll backwards; pinning the driver below.  Unit #1 continued to roll backwards with the driver trapped until coming to rest 85 feet away from the stopped point.  The driver was extricated using the jack on the trailer and treated on the scene prior to be flown to a local trauma center."
2020-11-08,2020,11,8,04:13:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Cleveland",41.566291,-81.57885,TRUE,FALSE,"Unit 1 operated EB on S Waterloo Rd. Unit 2 was disabled; and positioned along the north edge of the traffic lane of South Waterloo Rd 200ft east of the IR 90 East Entrance Ramp from E 140th St. Unit 3; a pedestrian; was positioned along the right side of Unit 2 attempting to put air in the right front tire. Unit 1 operated left of the solid yellow line on the north side of the travel lane and struck the rear of Unit 2. Unit 1 continued in an easterly direction; striking Unit 3; and dragging her underneath the vehicle for approximately 64 feet. Unit 1 came to rest in the middle of S Waterloo Rd with Unit 3 trapped underneath the vehicle."
2020-12-12,2020,12,12,22:49:00,"Dark - Lighted Roadway","Cloudy","Franklin County","Franklin (County)",39.952763,-83.116417,TRUE,FALSE,"Unit 1 was walking in the EB lanes of US 40 and was struck by Unit 2 that was traveling EB. Unit 1 was struck again by Unit 3 that was also traveling EB. Units 2 & 3 did not stop and left the scene of the crash. Unit 1 was pronounced deceased at the scene by Franklin Twp Medic 192 at 2258."
2020-11-06,2020,11,6,20:13:00,"Dark - Lighted Roadway","Clear","Cuyahoga County","Cleveland",41.520523,-81.655533,TRUE,FALSE,"Unit 1 crossed the street going from south to north; causing traffic in the south lane to stop. Unit 2 was EB on St Clair Ave in the center lane next to double yellow lane. Unit 1 darted into Unit 2's path. Unit 2 attempted to stop and swerve to avoid Unit 1. Unit 1 was struck by the front right of Unit 2. Unit 1 succumbed to his injuries on 11/21/20."
2020-08-07,2020,8,7,13:04:00,"Daylight","Clear","Mercer County","Dublin (Township of)",40.66954,-84.647538,FALSE,TRUE,"Unit 1; a recumbent bicycle; was NB on SR 118; north of Purdy Rd. Unit 1 was NB on SR 118 traveling behind Unit 1. Unit 2 struck Unit 1 in the rear; causing the operator of unit 1 to be ejected from the bicycle. The operator of Unit 1 came to rest in the east side ditch of SR 118. The operator of Unit 1 was later pronounced dead at the scene by EMS personnel. The driver of Unit 2 was uninjured. Unit 1 and Unit 2 received disabling damage."
2020-12-08,2020,12,8,07:20:00,"Dawn/Dusk","Cloudy","Cuyahoga County","Cleveland",41.51609,-81.651993,TRUE,FALSE,"Unit 1 operated SB on E 55th in lane two. As Unit 1 crossed the E 55th and Luther Ave intersection with the green light; Unit 2 (pedestrian) walked across E 55th in a SW direction; not in a marked crosswalk; in front of oncoming Unit 1. Unit 1 attempted an evasive maneuver; turning to the left to avoid Unit 2. The right front corner of Unit 1 collided with Unit 2."
2020-10-27,2020,10,27,12:20:00,"Daylight","Cloudy","Cuyahoga County","Berea",41.371863,-81.857387,TRUE,FALSE,"Unit 1; while backing WB on Murphy St; struck Unit 2 (pedestrian) who was walking on the roadway."
2020-12-11,2020,12,11,21:57:00,"Dark - Lighted Roadway","Clear","Mahoning County","Youngstown",41.110759,-80.628451,TRUE,FALSE,"Unit 1 was believed to be traveling west in the area of McGuffey Rd and Stewart Ave when they struck the victim then dragging him to the 900 block of Garland Ave."
2020-01-06,2020,1,6,12:40:00,"Daylight","Clear","Franklin County","Columbus",39.922554,-82.935631,TRUE,FALSE,"Accident occurred on Alum Creek Dr south of Winslow Dr.  Driver #2 stated he was southbound on Alum Creek Dr in the left lane and Witness #1 was his front seat passenger. Driver #2 stated as he passed a COTA bus stopped at a bus stop in the right hand lane; he heard a noise like something hit his truck and he asked Wit #1 what that was. Driver #2 stated as Wit #1 was telling him he thought it was a person Driver #2 looked in his mirror and saw Ped #1 on the ground. Driver #2 stated he then turned around and pulled off to the side of the road. Wit #2 stated Ped #1 just got off the bus and went to cross the street and got hit by Unit #2. Ped #1 was transported to Grant Hospital where she was pronounced deceased a short time later by ER doctor. At time of report Ped #1 information was unknown but due to reporting system limitations; incomplete and possibly inaccurate information had to be input for the report to validate."
